node_id,node_name,MAE,RMSE,MAPE,R2
0,Hosur Road,5.792470340999208,8.144534101100179,14.717551936171652,0.32008438195829825
1,Silk Board Junction,6.085500079033273,8.285522197940411,17.392651276615556,0.43199008900747704
2,Ballari Road,7.095660136973888,9.023309130970171,21.133073022165906,0.19331926181830672
3,Hebbal Flyover,7.997789808606656,10.336915229638398,20.572024975307755,0.03676258137473076
4,100 Feet Road,8.939603488866357,11.543945805305176,26.54120020486085,-0.15519575490087623
5,CMH Road,9.9580625640731,12.526659175894343,31.291773056835186,-0.07831930981719815
6,Jayanagar 4th Block,9.052132436034046,11.320557384201651,26.566582505060417,0.028304258764006995
7,South End Circle,7.850907751525661,10.155195633961522,24.155286962052358,-0.09102419615405033
8,Sarjapur Road,6.7985968255854745,8.898502894091342,18.777494892963173,-0.12677461603582518
9,Sony World Junction,8.412912121135074,10.386144509761706,27.54466217423868,0.03384058676471313
10,Anil Kumble Circle,8.952821064000517,10.79321737129978,22.83323967422467,-0.18133872573400245
11,Trinity Circle,8.417554377344045,10.181372360035432,25.698193485662568,-0.027536606598033142
12,ITPL Main Road,8.11450550123057,10.378646712929363,18.92771743747439,-0.10325082392904639
13,Marathahalli Bridge,7.312332196142279,9.342103307947893,22.91258988212097,0.1677877316909936
14,Tumkur Road,7.209047767387339,9.257075567782708,18.72648306632044,0.2773848842630674
15,Yeshwanthpur Circle,7.57936715153107,10.181393048313662,22.171304856653684,0.32825126522804426
