epoch,train_loss,val_loss,lr,time
1,14.034222164324351,12.904012680053711,0.001,4.334837913513184
2,12.296339436655952,12.129882017771402,0.001,4.307482957839966
3,11.938363652853738,11.81217818790012,0.001,4.652678966522217
4,11.826256385871343,11.880509535471598,0.001,6.004471302032471
5,11.746898021016802,11.899361822340223,0.001,5.933257818222046
